Year,State,Exit Code,Reporting Period,Ages Birth through 2,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or More Races,R/E Total,Male,Female,Gender Total,filename
2016-2017,South Carolina,Completion of IFSP prior to max age,7/2016 - 6/2017,339,37,0,4,65,1,217,15,339,178,161,339,data\data_file_7.csv.csv
2016-2017,South Carolina,Deceased,7/2016 - 6/2017,28,1,0,1,17,0,8,1,28,14,14,28,data\data_file_7.csv.csv
2016-2017,South Carolina,Moved out of state,7/2016 - 6/2017,145,11,2,4,39,0,82,7,145,89,56,145,data\data_file_7.csv.csv
2016-2017,South Carolina,Not eligible Part B - exit to other program,7/2016 - 6/2017,345,36,3,3,112,0,174,17,345,204,141,345,data\data_file_7.csv.csv
2016-2017,South Carolina,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,414,52,1,8,115,0,215,23,414,258,156,414,data\data_file_7.csv.csv
2016-2017,South Carolina,Part B eligibility not determined,7/2016 - 6/2017,352,29,0,4,137,1,163,18,352,240,112,352,data\data_file_7.csv.csv
2016-2017,South Carolina,Part B eligible continuning in Part C,7/2016 - 6/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,South Carolina,Part B eligible exiting Part C,7/2016 - 6/2017,1388,166,5,25,394,1,749,48,1388,974,414,1388,data\data_file_7.csv.csv
2016-2017,South Carolina,Total number exiting,7/2016 - 6/2017,3637,396,12,52,1106,4,1913,154,3637,2309,1328,3637,data\data_file_7.csv.csv
2016-2017,South Carolina,Withdrawal by parent,7/2016 - 6/2017,399,36,0,3,132,1,215,12,399,220,179,399,data\data_file_7.csv.csv
2016-2017,South Dakota,Attempts to contact unsuccessful,7/2016 - 6/2017,69,7,43,x,1,x,15,3,69,47,22,69,data\data_file_7.csv.csv
2016-2017,South Dakota,Completion of IFSP prior to max age,7/2016 - 6/2017,171,7,4,x,6,x,143,6,171,90,81,171,data\data_file_7.csv.csv
2016-2017,South Dakota,Deceased,7/2016 - 6/2017,4,0,1,x,0,x,3,0,4,3,1,4,data\data_file_7.csv.csv
2016-2017,South Dakota,Moved out of state,7/2016 - 6/2017,67,10,10,x,5,x,35,5,67,41,26,67,data\data_file_7.csv.csv
2016-2017,South Dakota,Not eligible Part B - exit to other program,7/2016 - 6/2017,147,10,12,x,1,x,117,6,147,87,60,147,data\data_file_7.csv.csv
2016-2017,South Dakota,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,70,5,12,x,0,x,50,3,70,45,25,70,data\data_file_7.csv.csv
2016-2017,South Dakota,Part B eligibility not determined,7/2016 - 6/2017,20,1,5,x,0,x,12,2,20,14,6,20,data\data_file_7.csv.csv
2016-2017,South Dakota,Part B eligible continuning in Part C,7/2016 - 6/2017,0,0,0,x,0,x,0,0,0,0,0,0,data\data_file_7.csv.csv
2016-2017,South Dakota,Part B eligible exiting Part C,7/2016 - 6/2017,474,29,86,x,13,x,307,29,474,324,150,474,data\data_file_7.csv.csv
2016-2017,South Dakota,Total number exiting,7/2016 - 6/2017,1049,72,179,x,26,x,698,55,1049,665,384,1049,data\data_file_7.csv.csv
2016-2017,South Dakota,Withdrawal by parent,7/2016 - 6/2017,27,3,6,x,0,x,16,1,27,14,13,27,data\data_file_7.csv.csv
2016-2017,Tennessee,Attempts to contact unsuccessful,7/2016 - 6/2017,516,36,0,8,193,0,247,32,516,299,217,516,data\data_file_7.csv.csv
2016-2017,Tennessee,Completion of IFSP prior to max age,7/2016 - 6/2017,272,27,2,5,54,1,171,12,272,148,124,272,data\data_file_7.csv.csv
2016-2017,Tennessee,Deceased,7/2016 - 6/2017,24,2,0,0,9,0,13,0,24,13,11,24,data\data_file_7.csv.csv
2016-2017,Tennessee,Moved out of state,7/2016 - 6/2017,239,29,4,16,38,3,143,6,239,142,97,239,data\data_file_7.csv.csv
2016-2017,Tennessee,Not eligible Part B - exit to other program,7/2016 - 6/2017,231,35,1,3,34,0,148,10,231,138,93,231,data\data_file_7.csv.csv
2016-2017,Tennessee,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,162,10,1,3,18,0,125,5,162,100,62,162,data\data_file_7.csv.csv
2016-2017,Tennessee,Part B eligibility not determined,7/2016 - 6/2017,958,74,5,26,202,5,615,31,958,610,348,958,data\data_file_7.csv.csv
2016-2017,Tennessee,Part B eligible continuning in Part C,7/2016 - 6/2017,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_7.csv.csv
2016-2017,Tennessee,Part B eligible exiting Part C,7/2016 - 6/2017,1656,155,2,27,266,8,1135,63,1656,1162,494,1656,data\data_file_7.csv.csv
2016-2017,Tennessee,Total number exiting,7/2016 - 6/2017,5209,482,16,108,983,19,3400,201,5209,3253,1956,5209,data\data_file_7.csv.csv
2016-2017,Tennessee,Withdrawal by parent,7/2016 - 6/2017,1151,114,1,20,169,2,803,42,1151,641,510,1151,data\data_file_7.csv.csv
2016-2017,Texas,Attempts to contact unsuccessful,9/2016 - 8/2017,2827,1615,2,41,351,6,786,26,2827,1742,1085,2827,data\data_file_7.csv.csv
2016-2017,Texas,Completion of IFSP prior to max age,9/2016 - 8/2017,4140,1969,2,57,288,13,1782,29,4140,2357,1783,4140,data\data_file_7.csv.csv
2016-2017,Texas,Deceased,9/2016 - 8/2017,60,26,0,4,9,0,20,1,60,38,22,60,data\data_file_7.csv.csv
2016-2017,Texas,Moved out of state,9/2016 - 8/2017,976,378,1,49,88,13,437,10,976,612,364,976,data\data_file_7.csv.csv
2016-2017,Texas,Not eligible Part B - exit to other program,9/2016 - 8/2017,1248,745,1,25,114,3,350,10,1248,810,438,1248,data\data_file_7.csv.csv
2016-2017,Texas,Not eligible Part B - exit with no referrals,9/2016 - 8/2017,538,276,2,8,49,0,193,10,538,348,190,538,data\data_file_7.csv.csv
2016-2017,Texas,Part B eligibility not determined,9/2016 - 8/2017,3154,1815,4,60,294,3,949,29,3154,2160,994,3154,data\data_file_7.csv.csv
2016-2017,Texas,Part B eligible continuning in Part C,9/2016 - 8/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,Texas,Part B eligible exiting Part C,9/2016 - 8/2017,7952,4170,17,271,606,25,2813,50,7952,5530,2422,7952,data\data_file_7.csv.csv
2016-2017,Texas,Total number exiting,9/2016 - 8/2017,27104,13962,40,737,2261,85,9802,217,27104,17462,9642,27104,data\data_file_7.csv.csv
2016-2017,Texas,Withdrawal by parent,9/2016 - 8/2017,6209,2968,11,222,462,22,2472,52,6209,3865,2344,6209,data\data_file_7.csv.csv
2016-2017,Utah,Attempts to contact unsuccessful,7/2016 - 6/2017,191,67,9,3,5,3,96,8,191,114,77,191,data\data_file_7.csv.csv
2016-2017,Utah,Completion of IFSP prior to max age,7/2016 - 6/2017,191,49,3,4,2,0,126,7,191,116,75,191,data\data_file_7.csv.csv
2016-2017,Utah,Deceased,7/2016 - 6/2017,8,1,0,0,0,0,6,1,8,3,5,8,data\data_file_7.csv.csv
2016-2017,Utah,Moved out of state,7/2016 - 6/2017,210,44,5,9,1,1,142,8,210,135,75,210,data\data_file_7.csv.csv
2016-2017,Utah,Not eligible Part B - exit to other program,7/2016 - 6/2017,94,15,0,1,0,0,75,3,94,66,28,94,data\data_file_7.csv.csv
2016-2017,Utah,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,345,68,0,5,1,0,266,5,345,233,112,345,data\data_file_7.csv.csv
2016-2017,Utah,Part B eligibility not determined,7/2016 - 6/2017,442,104,12,13,8,2,291,12,442,279,163,442,data\data_file_7.csv.csv
2016-2017,Utah,Part B eligible continuning in Part C,7/2016 - 6/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,Utah,Part B eligible exiting Part C,7/2016 - 6/2017,1903,395,20,23,18,17,1365,65,1903,1315,588,1903,data\data_file_7.csv.csv
2016-2017,Utah,Total number exiting,7/2016 - 6/2017,4537,939,66,85,46,34,3233,134,4537,2938,1599,4537,data\data_file_7.csv.csv
2016-2017,Utah,Withdrawal by parent,7/2016 - 6/2017,1153,196,17,27,11,11,866,25,1153,677,476,1153,data\data_file_7.csv.csv
2016-2017,Vermont,Attempts to contact unsuccessful,12/2015 - 12/2016,58,2,x,1,1,x,52,2,58,37,21,58,data\data_file_7.csv.csv
2016-2017,Vermont,Completion of IFSP prior to max age,12/2015 - 12/2016,188,1,x,5,3,x,173,6,188,117,71,188,data\data_file_7.csv.csv
2016-2017,Vermont,Deceased,12/2015 - 12/2016,5,0,x,0,0,x,5,0,5,1,4,5,data\data_file_7.csv.csv
2016-2017,Vermont,Moved out of state,12/2015 - 12/2016,38,2,x,1,1,x,33,1,38,21,17,38,data\data_file_7.csv.csv
2016-2017,Vermont,Not eligible Part B - exit to other program,12/2015 - 12/2016,24,1,x,0,0,x,21,2,24,13,11,24,data\data_file_7.csv.csv
2016-2017,Vermont,Not eligible Part B - exit with no referrals,12/2015 - 12/2016,65,1,x,4,3,x,55,2,65,41,24,65,data\data_file_7.csv.csv
2016-2017,Vermont,Part B eligibility not determined,12/2015 - 12/2016,2,0,x,1,0,x,1,0,2,2,0,2,data\data_file_7.csv.csv
2016-2017,Vermont,Part B eligible continuning in Part C,12/2015 - 12/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,Vermont,Part B eligible exiting Part C,12/2015 - 12/2016,516,10,x,4,10,x,470,19,516,372,144,516,data\data_file_7.csv.csv
2016-2017,Vermont,Total number exiting,12/2015 - 12/2016,964,21,x,18,20,x,867,35,964,643,321,964,data\data_file_7.csv.csv
2016-2017,Vermont,Withdrawal by parent,12/2015 - 12/2016,68,4,x,2,2,x,57,3,68,39,29,68,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Attempts to contact unsuccessful,10/2016 - 9/2017,9,2,0,0,6,0,x,x,9,3,6,9,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Completion of IFSP prior to max age,10/2016 - 9/2017,1,1,0,0,0,0,x,x,1,0,1,1,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Deceased,10/2016 - 9/2017,1,0,0,0,1,0,x,x,1,0,1,1,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Moved out of state,10/2016 - 9/2017,6,0,0,0,2,0,x,x,6,3,3,6,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Not eligible Part B - exit to other program,10/2016 - 9/2017,8,2,0,0,5,0,x,x,8,6,2,8,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Not eligible Part B - exit with no referrals,10/2016 - 9/2017,1,0,0,0,1,0,x,x,1,1,0,1,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Part B eligibility not determined,10/2016 - 9/2017,7,0,0,0,7,0,x,x,7,6,1,7,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Part B eligible continuning in Part C,10/2016 - 9/2017,0,0,0,0,0,0,x,x,0,0,0,0,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Part B eligible exiting Part C,10/2016 - 9/2017,32,12,0,0,19,0,x,x,32,20,12,32,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Total number exiting,10/2016 - 9/2017,71,18,0,0,46,0,x,x,71,42,29,71,data\data_file_7.csv.csv
2016-2017,Virgin Islands,Withdrawal by parent,10/2016 - 9/2017,6,1,0,0,5,0,x,x,6,3,3,6,data\data_file_7.csv.csv
2016-2017,Virginia,Attempts to contact unsuccessful,12/2015 - 12/2016,691,59,0,26,203,1,340,62,691,428,263,691,data\data_file_7.csv.csv
2016-2017,Virginia,Completion of IFSP prior to max age,12/2015 - 12/2016,1630,182,2,54,214,1,1023,154,1630,929,701,1630,data\data_file_7.csv.csv
2016-2017,Virginia,Deceased,12/2015 - 12/2016,28,2,0,1,7,0,17,1,28,18,10,28,data\data_file_7.csv.csv
2016-2017,Virginia,Moved out of state,12/2015 - 12/2016,506,55,0,43,60,1,295,52,506,310,196,506,data\data_file_7.csv.csv
2016-2017,Virginia,Not eligible Part B - exit to other program,12/2015 - 12/2016,561,66,3,32,130,0,268,62,561,350,211,561,data\data_file_7.csv.csv
2016-2017,Virginia,Not eligible Part B - exit with no referrals,12/2015 - 12/2016,875,104,2,36,138,2,522,71,875,605,270,875,data\data_file_7.csv.csv
2016-2017,Virginia,Part B eligibility not determined,12/2015 - 12/2016,494,59,0,23,100,0,269,43,494,346,148,494,data\data_file_7.csv.csv
2016-2017,Virginia,Part B eligible continuning in Part C,12/2015 - 12/2016,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,Virginia,Part B eligible exiting Part C,12/2015 - 12/2016,2373,326,2,195,466,3,1173,208,2373,1666,707,2373,data\data_file_7.csv.csv
2016-2017,Virginia,Total number exiting,12/2015 - 12/2016,8634,1025,9,531,1523,10,4745,791,8634,5552,3082,8634,data\data_file_7.csv.csv
2016-2017,Virginia,Withdrawal by parent,12/2015 - 12/2016,1476,172,0,121,205,2,838,138,1476,900,576,1476,data\data_file_7.csv.csv
2016-2017,Washington,Attempts to contact unsuccessful,7/2016 - 6/2017,548,147,13,23,41,6,277,41,548,340,208,548,data\data_file_7.csv.csv
2016-2017,Washington,Completion of IFSP prior to max age,7/2016 - 6/2017,548,100,6,40,18,4,348,32,548,293,255,548,data\data_file_7.csv.csv
2016-2017,Washington,Deceased,7/2016 - 6/2017,26,4,1,2,2,0,16,1,26,10,16,26,data\data_file_7.csv.csv
2016-2017,Washington,Moved out of state,7/2016 - 6/2017,410,77,6,45,24,2,227,29,410,247,163,410,data\data_file_7.csv.csv
2016-2017,Washington,Not eligible Part B - exit to other program,7/2016 - 6/2017,652,171,13,50,29,8,339,42,652,427,225,652,data\data_file_7.csv.csv
2016-2017,Washington,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,363,72,1,25,11,0,233,21,363,228,135,363,data\data_file_7.csv.csv
2016-2017,Washington,Part B eligibility not determined,7/2016 - 6/2017,520,131,13,20,18,10,289,39,520,340,180,520,data\data_file_7.csv.csv
2016-2017,Washington,Part B eligible continuning in Part C,7/2016 - 6/2017,0,0,0,0,0,0,0,0,0,0,0,0,data\data_file_7.csv.csv
2016-2017,Washington,Part B eligible exiting Part C,7/2016 - 6/2017,3281,803,35,199,149,37,1827,231,3281,2280,1001,3281,data\data_file_7.csv.csv
2016-2017,Washington,Total number exiting,7/2016 - 6/2017,7909,1826,98,568,353,73,4454,537,7909,5106,2803,7909,data\data_file_7.csv.csv
2016-2017,Washington,Withdrawal by parent,7/2016 - 6/2017,1561,321,10,164,61,6,898,101,1561,941,620,1561,data\data_file_7.csv.csv
2016-2017,West Virginia,Attempts to contact unsuccessful,7/2016 - 6/2017,184,3,x,6,8,x,156,10,184,100,84,184,data\data_file_7.csv.csv
2016-2017,West Virginia,Completion of IFSP prior to max age,7/2016 - 6/2017,211,2,x,4,10,x,192,3,211,156,55,211,data\data_file_7.csv.csv
2016-2017,West Virginia,Deceased,7/2016 - 6/2017,9,0,x,0,0,x,8,1,9,4,5,9,data\data_file_7.csv.csv
2016-2017,West Virginia,Moved out of state,7/2016 - 6/2017,171,2,x,4,7,x,146,12,171,71,100,171,data\data_file_7.csv.csv
2016-2017,West Virginia,Not eligible Part B - exit to other program,7/2016 - 6/2017,172,4,x,1,4,x,163,0,172,126,46,172,data\data_file_7.csv.csv
2016-2017,West Virginia,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,114,1,x,2,3,x,106,2,114,81,33,114,data\data_file_7.csv.csv
2016-2017,West Virginia,Part B eligibility not determined,7/2016 - 6/2017,547,5,x,3,21,x,499,19,547,382,165,547,data\data_file_7.csv.csv
2016-2017,West Virginia,Part B eligible continuning in Part C,7/2016 - 6/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,West Virginia,Part B eligible exiting Part C,7/2016 - 6/2017,856,6,x,10,24,x,800,16,856,648,208,856,data\data_file_7.csv.csv
2016-2017,West Virginia,Total number exiting,7/2016 - 6/2017,3189,43,x,38,122,x,2879,103,3189,2006,1183,3189,data\data_file_7.csv.csv
2016-2017,West Virginia,Withdrawal by parent,7/2016 - 6/2017,925,20,x,8,45,x,809,40,925,438,487,925,data\data_file_7.csv.csv
2016-2017,Wisconsin,Attempts to contact unsuccessful,7/2016 - 6/2017,388,93,7,3,93,0,175,17,388,242,146,388,data\data_file_7.csv.csv
2016-2017,Wisconsin,Completion of IFSP prior to max age,7/2016 - 6/2017,1004,124,6,24,61,1,747,41,1004,552,452,1004,data\data_file_7.csv.csv
2016-2017,Wisconsin,Deceased,7/2016 - 6/2017,11,3,0,1,1,0,6,0,11,7,4,11,data\data_file_7.csv.csv
2016-2017,Wisconsin,Moved out of state,7/2016 - 6/2017,119,20,1,7,14,0,74,3,119,78,41,119,data\data_file_7.csv.csv
2016-2017,Wisconsin,Not eligible Part B - exit to other program,7/2016 - 6/2017,216,41,1,4,47,0,116,7,216,145,71,216,data\data_file_7.csv.csv
2016-2017,Wisconsin,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,208,29,2,4,13,0,153,7,208,135,73,208,data\data_file_7.csv.csv
2016-2017,Wisconsin,Part B eligibility not determined,7/2016 - 6/2017,862,142,12,22,103,1,550,32,862,577,285,862,data\data_file_7.csv.csv
2016-2017,Wisconsin,Part B eligible continuning in Part C,7/2016 - 6/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,Wisconsin,Part B eligible exiting Part C,7/2016 - 6/2017,2567,408,31,50,237,2,1745,94,2567,1785,782,2567,data\data_file_7.csv.csv
2016-2017,Wisconsin,Total number exiting,7/2016 - 6/2017,6295,958,80,145,654,5,4216,237,6295,4115,2180,6295,data\data_file_7.csv.csv
2016-2017,Wisconsin,Withdrawal by parent,7/2016 - 6/2017,920,98,20,30,85,1,650,36,920,594,326,920,data\data_file_7.csv.csv
2016-2017,Wyoming,Attempts to contact unsuccessful,7/2016 - 6/2017,71,12,6,x,3,x,48,2,71,49,22,71,data\data_file_7.csv.csv
2016-2017,Wyoming,Completion of IFSP prior to max age,7/2016 - 6/2017,243,22,8,x,2,x,197,12,243,145,98,243,data\data_file_7.csv.csv
2016-2017,Wyoming,Deceased,7/2016 - 6/2017,2,0,0,x,0,x,1,1,2,1,1,2,data\data_file_7.csv.csv
2016-2017,Wyoming,Moved out of state,7/2016 - 6/2017,97,18,0,x,0,x,66,11,97,58,39,97,data\data_file_7.csv.csv
2016-2017,Wyoming,Not eligible Part B - exit to other program,7/2016 - 6/2017,63,11,6,x,0,x,44,2,63,43,20,63,data\data_file_7.csv.csv
2016-2017,Wyoming,Not eligible Part B - exit with no referrals,7/2016 - 6/2017,30,2,5,x,0,x,21,2,30,20,10,30,data\data_file_7.csv.csv
2016-2017,Wyoming,Part B eligibility not determined,7/2016 - 6/2017,9,0,0,x,0,x,8,1,9,6,3,9,data\data_file_7.csv.csv
2016-2017,Wyoming,Part B eligible continuning in Part C,7/2016 - 6/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_7.csv.csv
2016-2017,Wyoming,Part B eligible exiting Part C,7/2016 - 6/2017,430,62,18,x,3,x,332,14,430,306,124,430,data\data_file_7.csv.csv
2016-2017,Wyoming,Total number exiting,7/2016 - 6/2017,1032,140,45,x,9,x,785,48,1032,682,350,1032,data\data_file_7.csv.csv
2016-2017,Wyoming,Withdrawal by parent,7/2016 - 6/2017,87,13,2,x,1,x,68,3,87,54,33,87,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Attempts to contact unsuccessful,-,26330,8360,378,660,5526,121,10115,1170,26330,15961,10369,26330,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Completion of IFSP prior to max age,-,46247,9258,259,1509,3832,120,29461,1808,46247,26286,19961,46247,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Deceased,-,1040,225,10,37,213,6,496,53,1040,559,481,1040,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Moved out of state,-,13953,3092,118,963,1583,72,7430,695,13953,8722,5231,13953,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Not eligible Part B - exit to other program,-,18352,5758,153,791,2012,35,8816,787,18352,11567,6785,18352,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Not eligible Part B - exit with no referrals,-,13161,2653,127,468,1354,36,7929,594,13161,8390,4771,13161,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Part B eligibility not determined,-,41824,15568,233,2008,6150,122,16395,1348,41824,28325,13499,41824,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Part B eligible continuning in Part C,-,13394,3634,27,895,2218,85,6298,237,13394,9058,4336,13394,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Part B eligible exiting Part C,-,133837,35397,1021,5774,14722,432,71066,5425,133837,93394,40443,133837,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Total number exiting,-,353839,95294,2670,15307,42490,1215,182877,13986,353839,229612,124227,353839,data\data_file_7.csv.csv
2016-2017,US and Outlying Areas,Withdrawal by parent,-,45701,11349,344,2202,4880,186,24871,1869,45701,27350,18351,45701,data\data_file_7.csv.csv
2017-2018,Alabama,Attempts to contact unsuccessful,12/2016 - 11/2017,384,26,1,2,211,1,124,19,384,238,146,384,data\data_file_8.csv.csv
2017-2018,Alabama,Completion of IFSP prior to max age,12/2016 - 11/2017,318,12,0,5,88,1,202,10,318,191,127,318,data\data_file_8.csv.csv
2017-2018,Alabama,Deceased,12/2016 - 11/2017,12,2,0,0,6,0,4,0,12,6,6,12,data\data_file_8.csv.csv
2017-2018,Alabama,Moved out of state,12/2016 - 11/2017,106,11,1,5,29,0,54,6,106,74,32,106,data\data_file_8.csv.csv
2017-2018,Alabama,Not eligible Part B - exit to other program,12/2016 - 11/2017,82,5,0,3,33,0,38,3,82,53,29,82,data\data_file_8.csv.csv
2017-2018,Alabama,Not eligible Part B - exit with no referrals,12/2016 - 11/2017,120,8,0,3,34,0,70,5,120,81,39,120,data\data_file_8.csv.csv
2017-2018,Alabama,Part B eligibility not determined,12/2016 - 11/2017,204,11,0,2,86,0,97,8,204,147,57,204,data\data_file_8.csv.csv
2017-2018,Alabama,"Part B eligible, Continuing in Part C",12/2016 - 11/2017,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_8.csv.csv
2017-2018,Alabama,"Part B eligible, exiting Part C",12/2016 - 11/2017,1179,69,3,12,355,2,684,54,1179,837,342,1179,data\data_file_8.csv.csv
2017-2018,Alabama,Total number exiting,12/2016 - 11/2017,3398,197,6,52,1091,5,1889,158,3398,2236,1162,3398,data\data_file_8.csv.csv
2017-2018,Alabama,Withdrawal by parent,12/2016 - 11/2017,993,53,1,20,249,1,616,53,993,609,384,993,data\data_file_8.csv.csv
2017-2018,Alaska,Attempts to contact unsuccessful,07/2017 - 06/2018,107,4,49,3,4,4,35,8,107,63,44,107,data\data_file_8.csv.csv
2017-2018,Alaska,Completion of IFSP prior to max age,07/2017 - 06/2018,122,8,39,1,2,2,56,14,122,57,65,122,data\data_file_8.csv.csv
2017-2018,Alaska,Deceased,07/2017 - 06/2018,3,0,1,0,0,0,1,1,3,1,2,3,data\data_file_8.csv.csv
2017-2018,Alaska,Moved out of state,07/2017 - 06/2018,105,15,5,3,3,1,69,9,105,64,41,105,data\data_file_8.csv.csv
2017-2018,Alaska,Not eligible Part B - exit to other program,07/2017 - 06/2018,28,4,3,0,1,0,15,5,28,15,13,28,data\data_file_8.csv.csv
2017-2018,Alaska,Not eligible Part B - exit with no referrals,07/2017 - 06/2018,16,0,5,0,0,0,7,4,16,12,4,16,data\data_file_8.csv.csv
2017-2018,Alaska,Part B eligibility not determined,07/2017 - 06/2018,59,5,25,1,1,1,20,6,59,37,22,59,data\data_file_8.csv.csv
2017-2018,Alaska,"Part B eligible, Continuing in Part C",07/2017 - 06/2018,-,-,-,-,-,-,-,-,-,-,-,-,data\data_file_8.csv.csv
2017-2018,Alaska,"Part B eligible, exiting Part C",07/2017 - 06/2018,417,29,106,15,8,6,212,41,417,284,133,417,data\data_file_8.csv.csv
2017-2018,Alaska,Total number exiting,07/2017 - 06/2018,966,72,261,33,20,18,461,101,966,607,359,966,data\data_file_8.csv.csv
2017-2018,Alaska,Withdrawal by parent,07/2017 - 06/2018,109,7,28,10,1,4,46,13,109,74,35,109,data\data_file_8.csv.csv
2017-2018,American Samoa,Attempts to contact unsuccessful,07/2017 - 06/2018,2,0,0,0,0,1,0,1,2,0,2,2,data\data_file_8.csv.csv
